Time [s],Voltage [V],X-averaged cell temperature [K]
14027.479,3.9743,24.9
14028.48,3.9744,24.9
14029.469,3.9744,24.9
14030.475,3.9745,24.9
14031.454,3.9746,24.9
14032.464,3.9746,24.9
14033.471,3.9747,24.9
14034.479,3.9748,24.9
14035.458,3.9748,24.9
14036.464,3.9749,24.9
14037.473,3.9751,24.9
14038.482,3.9752,24.9
14039.46,3.9752,24.9
14040.469,3.9753,24.9
14041.476,3.9753,24.9
14042.481,3.9754,24.9
14043.461,3.9755,24.9
14044.47,3.9755,24.9
14045.474,3.9756,24.9
14046.454,3.9757,24.9
14047.461,3.9757,24.9
14048.467,3.9758,24.9
14049.478,3.9759,24.9
14050.457,3.9759,24.9
14051.459,3.9761,24.9
14052.471,3.9762,24.9
14053.478,3.9762,24.9
14054.479,3.9763,24.9
14055.462,3.9764,24.9
14056.469,3.9764,24.9
14057.499,3.9765,24.9
14058.457,3.9766,24.9
14059.464,3.9766,24.9
14060.521,3.9767,24.9
14061.479,3.9768,24.9
14062.456,3.9769,24.9
14063.473,3.9769,24.9
14064.471,3.9771,24.9
14065.479,3.9772,24.9
14066.443,3.9772,24.9
14067.465,3.9772,24.9
14068.472,3.9773,24.9
14069.46,3.9774,24.9
14070.457,3.9775,24.9
14071.463,3.9775,24.9
14072.461,3.9776,24.9
14073.478,3.9777,24.9
14074.456,3.9777,24.9
14075.503,3.9778,24.9
14076.473,3.9779,24.9
14077.48,3.9779,24.9
14078.462,3.9781,24.9
14079.469,3.9782,24.9
14080.474,3.9782,24.9
14081.456,3.9783,24.9
14082.462,3.9784,24.9
14083.468,3.9784,24.9
14084.477,3.9785,24.9
14085.457,3.9786,24.9
14086.463,3.9786,24.9
14087.473,3.9787,24.9
14088.482,3.9788,24.9
14089.459,3.9789,24.9
14090.468,3.9789,24.9
14091.474,3.9791,24.9
14092.48,3.9792,24.9
14093.46,3.9792,24.9
14094.467,3.9793,24.9
14095.472,3.9794,24.9
14096.482,3.9794,24.9
14097.46,3.9795,24.9
14098.465,3.9796,24.9
14099.476,3.9796,24.9
14100.483,3.9797,24.9
14101.458,3.9798,24.9
14102.467,3.9799,24.9
14103.473,3.9799,24.9
14104.444,3.9799,24.9
14105.457,3.9801,24.9
14106.463,3.9802,24.9
14107.538,3.9803,24.9
14108.479,3.9803,24.9
14109.459,3.9804,24.9
14110.546,3.9805,24.9
14111.473,3.9805,24.9
14112.481,3.9806,24.9
14113.459,3.9806,24.9
14114.468,3.9807,24.9
14115.474,3.9808,24.9
14116.523,3.9809,24.9
14117.463,3.9811,24.9
14118.47,3.9811,24.9
14119.563,3.9812,24.9
14120.457,3.9812,24.9
14121.463,3.9813,24.9
14122.45,3.9814,24.9
14123.482,3.9815,24.9
14124.459,3.9815,24.9
14125.472,3.9816,24.9
14126.474,3.9817,24.9
14127.48,3.9817,24.9
14128.463,3.9818,24.9
14129.469,3.9818,24.9
14130.477,3.9819,24.9
14131.456,3.9821,24.9
14132.464,3.9822,24.9
14133.47,3.9823,24.9
14134.478,3.9823,24.9
14135.457,3.9824,24.9
14136.464,3.9825,24.9
14137.472,3.9825,24.9
14138.481,3.9826,24.9
14139.458,3.9827,24.9
14140.466,3.9828,24.9
14141.472,3.9828,24.9
14142.479,3.9829,24.9
14143.459,3.9831,24.9
14144.469,3.9831,24.9
14145.473,3.9832,24.9
14146.455,3.9833,24.9
14147.462,3.9833,24.9
14148.495,3.9834,24.9
14149.479,3.9835,24.9
14150.457,3.9835,24.9
14151.487,3.9836,24.9
14152.474,3.9837,24.9
14153.481,3.9838,24.9
14154.552,3.9839,24.9
14155.468,3.9839,24.9
14156.473,3.9841,24.9
14157.475,3.9841,24.9
14158.461,3.9842,24.9
14159.468,3.9843,24.9
14160.458,3.9844,24.9
14161.456,3.9844,24.9
14162.462,3.9845,24.9
14163.479,3.9846,24.9
14164.475,3.9846,24.9
14165.482,3.9847,24.9
14166.461,3.9848,24.9
14167.467,3.985,24.9
14168.477,3.985,24.9
14169.455,3.9851,24.9
14170.463,3.9852,24.9
14171.471,3.9852,24.9
14172.478,3.9853,24.9
14173.456,3.9854,24.9
14174.465,3.9854,24.9
14175.472,3.9855,24.9
14176.479,3.9856,24.9
14177.456,3.9856,24.9
14178.465,3.9857,24.9
14179.472,3.9858,24.9
14180.478,3.986,24.9
14181.457,3.9861,24.9
14182.463,3.9861,24.9
14183.493,3.9862,24.9
14184.479,3.9863,24.9
14185.458,3.9863,24.9
14186.537,3.9864,24.9
14187.472,3.9865,24.9
14188.48,3.9865,24.9
14189.453,3.9866,24.9
14190.468,3.9867,24.9
14191.475,3.9868,24.9
14192.464,3.9868,24.9
14193.463,3.987,24.9
14194.472,3.9871,24.9
14195.479,3.9871,24.9
14196.457,3.9872,24.9
14197.465,3.9873,24.9
14198.473,3.9874,24.9
14199.479,3.9874,24.9
14200.456,3.9875,24.9
14201.463,3.9876,24.9
14202.47,3.9877,24.9
14203.474,3.9877,24.9
14204.482,3.9878,24.9
14205.461,3.988,24.9
14206.479,3.988,24.9
14207.475,3.9881,24.9
14208.454,3.9882,24.9
14209.493,3.9883,24.9
14210.468,3.9883,24.9
14211.475,3.9884,24.9
14212.541,3.9885,24.9
14213.463,3.9885,24.9
14214.468,3.9886,24.9
14215.49,3.9887,24.9
14216.455,3.9887,24.9
14217.462,3.9888,24.9
14218.523,3.989,24.9
14219.479,3.9891,24.9
14220.458,3.9892,24.9
14221.467,3.9892,24.9
14222.473,3.9893,24.9
14223.479,3.9894,24.9
14224.459,3.9895,24.9
14225.466,3.9895,24.9
14226.474,3.9896,24.9
14227.483,3.9897,24.9
14228.462,3.9897,24.9
14229.469,3.9898,24.9
14230.476,3.99,24.9
14231.456,3.9901,24.9
14232.463,3.9902,24.9
14233.47,3.9902,24.9
14234.478,3.9903,24.9
14235.458,3.9904,24.9
14236.464,3.9904,24.9
14237.471,3.9905,24.9
14238.478,3.9906,24.9
14239.457,3.9906,24.9
14240.465,3.9907,24.9
14241.472,3.9908,24.9
14242.481,3.991,24.9
14243.458,3.9911,24.9
14244.491,3.9911,24.9
14245.472,3.9912,24.9
14246.482,3.9913,24.9
14247.506,3.9914,24.9
14248.47,3.9914,24.9
14249.477,3.9915,24.9
14250.487,3.9916,24.9
14251.463,3.9917,24.9
14252.469,3.9918,24.9
14253.459,3.9918,24.9
14254.456,3.992,24.9
14255.462,3.9921,24.9
14256.56,3.9922,24.9
14257.478,3.9922,24.9
14258.457,3.9923,24.9
14259.556,3.9924,24.9
14260.473,3.9924,24.9
14261.479,3.9925,24.9
14262.459,3.9926,24.9
14263.465,3.9927,24.9
14264.473,3.9927,24.9
14265.48,3.9928,24.9
14266.461,3.993,24.9
14267.469,3.9931,24.9
14268.477,3.9931,24.9
14269.457,3.9932,24.9
14270.464,3.9933,24.9
14271.471,3.9934,24.9
14272.48,3.9935,24.9
14273.457,3.9935,24.9
14274.464,3.9936,24.9
14275.472,3.9937,24.9
14276.479,3.9938,24.9
14277.458,3.9938,24.9
14278.468,3.994,24.9
14279.473,3.9941,24.9
14280.483,3.9942,24.9
14281.461,3.9942,24.9
14282.466,3.9943,24.9
14283.476,3.9944,24.9
14284.454,3.9945,24.9
14285.457,3.9946,24.9
14286.469,3.9946,24.9
14287.476,3.9947,24.9
14288.477,3.9948,24.9
14289.463,3.995,24.9
14290.469,3.9951,24.9
14291.494,3.9951,24.9
14292.455,3.9952,24.9
14293.463,3.9953,24.9
14294.521,3.9954,24.9
14295.478,3.9954,24.9
14296.457,3.9955,24.9
14297.542,3.9956,24.9
14298.472,3.9957,24.9
14299.479,3.9957,24.9
14300.557,3.9958,24.9
14301.465,3.996,24.9
14302.473,3.9961,24.9
14303.551,3.9961,24.9
14304.458,3.9962,24.9
14305.466,3.9963,24.9
14306.522,3.9964,24.9
14307.48,3.9964,24.9
14308.463,3.9965,24.9
14309.522,3.9966,24.9
14310.476,3.9967,24.9
14311.456,3.9969,24.9
14312.465,3.997,24.9
14313.469,3.997,24.9
14314.477,3.9971,24.9
14315.456,3.9972,24.9
14316.463,3.9973,24.9
14317.471,3.9974,24.9
14318.481,3.9974,24.9
14319.46,3.9975,24.9
14320.47,3.9976,24.9
14321.478,3.9977,24.9
14322.456,3.9977,24.9
14323.464,3.9979,24.9
14324.473,3.998,24.9
14325.478,3.9981,24.9
14326.455,3.9982,24.9
14327.464,3.9982,24.9
14328.472,3.9983,24.9
14329.479,3.9984,24.9
14330.459,3.9985,24.9
14331.467,3.9986,24.9
14332.466,3.9986,24.9
14333.479,3.9987,24.9
14334.458,3.9989,24.9
14335.488,3.999,24.9
14336.474,3.999,24.9
14337.482,3.9991,24.9
14338.474,3.9992,24.9
14339.468,3.9993,24.9
14340.476,3.9994,24.9
14341.475,3.9994,24.9
14342.464,3.9995,24.9
14343.471,3.9996,24.9
14344.546,3.9997,24.9
14345.457,3.9999,24.9
14346.464,3.9999,24.9
14347.487,4.0001,24.9
14348.479,4.0001,24.9
14349.458,4.0002,24.9
14350.467,4.0003,24.9
14351.474,4.0004,24.9
14352.479,4.0005,24.9
14353.459,4.0005,24.9
14354.465,4.0006,24.9
14355.472,4.0007,24.9
14356.48,4.0009,24.9
14357.457,4.001,24.9
14358.466,4.001,24.9
14359.474,4.0011,24.9
14360.481,4.0012,24.9
14361.459,4.0013,24.9
14362.466,4.0013,24.9
14363.475,4.0014,24.9
14364.48,4.0015,24.9
14365.459,4.0016,24.9
14366.468,4.0017,24.9
14367.474,4.0019,24.9
14368.455,4.0019,24.9
14369.463,4.002,24.9
14370.466,4.0021,24.9
14371.476,4.0022,24.9
14372.482,4.0023,24.9
14373.455,4.0024,24.9
14374.467,4.0024,24.9
14375.474,4.0025,24.9
14376.474,4.0026,24.9
14377.46,4.0027,24.9
14378.47,4.0029,24.9
14379.495,4.003,24.9
14380.456,4.003,24.9
14381.463,4.0032,24.9
14382.55,4.0032,24.9
14383.477,4.0033,24.9
14384.457,4.0034,24.9
14385.535,4.0035,24.9
14386.471,4.0035,24.9
14387.478,4.0036,24.9
14388.483,4.0037,24.9
14389.464,4.0039,24.9
14390.472,4.004,24.9
14391.555,4.0041,24.9
14392.458,4.0042,24.9
14393.466,4.0042,24.9
14394.475,4.0043,24.9
14395.482,4.0044,24.9
14396.46,4.0044,24.9
14397.469,4.0046,24.9
14398.478,4.0046,24.9
14399.456,4.0047,24.9
14400.463,4.0049,24.9
14401.471,4.005,24.9
14402.477,4.0051,24.9
14403.455,4.0052,24.9
14404.463,4.0052,24.9
14405.471,4.0053,24.9
14406.479,4.0054,24.9
14407.458,4.0055,24.9
14408.465,4.0056,24.9
14409.475,4.0057,24.9
14410.482,4.0059,24.9
14411.456,4.0059,24.9
14412.466,4.006,24.9
14413.474,4.0061,24.9
14414.48,4.0062,24.9
14415.459,4.0063,24.9
14416.467,4.0064,24.9
14417.461,4.0064,24.9
14418.482,4.0065,24.9
14419.461,4.0066,24.9
14420.518,4.0067,24.9
14421.475,4.0069,24.9
14422.483,4.007,24.9
14423.528,4.0071,24.9
14424.469,4.0072,24.9
14425.474,4.0072,24.9
14426.54,4.0073,24.9
14427.46,4.0074,24.9
14428.467,4.0075,24.9
14429.546,4.0076,24.9
14430.455,4.0076,24.9
14431.459,4.0077,24.9
14432.549,4.008,24.9
14433.477,4.008,24.9
14434.454,4.0081,24.9
14435.542,4.0082,24.9
14436.47,4.0083,24.9
14437.476,4.0084,24.9
14438.458,4.0084,24.9
14439.464,4.0085,24.9
14440.471,4.0086,24.9
14441.479,4.0088,24.9
14442.456,4.0089,24.9
14443.463,4.009,24.9
14444.47,4.0091,24.9
14445.48,4.0092,24.9
14446.459,4.0092,24.9
14447.465,4.0093,24.9
14448.474,4.0094,24.9
14449.481,4.0095,24.9
14450.459,4.0096,24.9
14451.467,4.0098,24.9
14452.473,4.0098,24.9
14453.479,4.0099,24.9
14454.458,4.0101,24.9
14455.464,4.0101,24.9
14456.472,4.0102,24.9
14457.48,4.0103,24.9
14458.457,4.0104,24.9
14459.467,4.0105,24.9
14460.475,4.0106,24.9
14461.481,4.0108,24.9
14462.461,4.0109,24.9
14463.469,4.011,24.9
14464.501,4.0111,24.9
14465.456,4.0111,24.9
14466.464,4.0112,24.9
14467.515,4.0113,24.9
14468.48,4.0114,24.9
14469.459,4.0115,24.9
14470.447,4.0116,24.9
14471.474,4.0116,24.9
14472.481,4.0118,24.9
14473.571,4.0119,24.9
14474.468,4.012,24.9
14475.476,4.0121,24.9
14476.562,4.0122,24.9
14477.462,4.0123,24.9
14478.472,4.0124,24.9
14479.451,4.0125,24.9
14480.457,4.0126,24.9
14481.464,4.0126,24.9
14482.471,4.0129,24.9
14483.477,4.0129,24.9
14484.457,4.013,24.9
14485.464,4.0131,24.9
14486.472,4.0132,24.9
14487.48,4.0133,24.9
14488.459,4.0134,24.9
14489.467,4.0135,24.9
14490.477,4.0135,24.9
14491.454,4.0136,24.9
14492.462,4.0138,24.9
14493.471,4.0139,24.9
14494.479,4.014,24.9
14495.458,4.0141,24.9
14496.465,4.0142,24.9
14497.474,4.0143,24.9
14498.455,4.0143,24.9
14499.459,4.0144,24.9
14500.47,4.0146,24.9
14501.475,4.0146,24.9
14502.477,4.0148,24.9
14503.46,4.0149,24.9
14504.466,4.015,24.9
14505.496,4.0151,24.9
14506.482,4.0152,24.9
14507.459,4.0153,24.9
14508.519,4.0154,24.9
14509.476,4.0155,24.9
14510.484,4.0156,24.9
14511.503,4.0158,24.9
14512.47,4.0159,24.9
14513.475,4.0159,24.9
14514.499,4.016,24.9
14515.463,4.0161,24.9
14516.469,4.0162,24.9
14517.476,4.0163,24.9
14518.455,4.0164,24.9
14519.463,4.0165,24.9
14520.468,4.0166,24.9
14521.478,4.0168,24.9
14522.457,4.0169,24.9
14523.464,4.017,24.9
14524.47,4.0171,24.9
14525.478,4.0171,24.9
14526.457,4.0172,24.9
14527.464,4.0173,24.9
14528.471,4.0174,24.9
14529.479,4.0175,24.9
14530.459,4.0176,24.9
14531.466,4.0178,24.9
14532.473,4.0179,24.9
14533.48,4.018,24.9
14534.46,4.0181,24.9
14535.468,4.0182,24.9
14536.476,4.0183,24.9
14537.456,4.0184,24.9
14538.466,4.0184,24.9
14539.476,4.0186,24.9
14540.483,4.0186,24.9
14541.462,4.0188,24.9
14542.471,4.0189,24.9
14543.465,4.019,24.9
14544.458,4.0191,24.9
14545.467,4.0192,24.9
14546.507,4.0193,24.9
14547.482,4.0194,24.9
14548.462,4.0195,24.9
14549.571,4.0196,24.9
14550.476,4.0198,24.9
14551.456,4.0199,24.9
14552.56,4.02,24.9
14553.468,4.0201,24.9
14554.477,4.0201,24.9
14555.539,4.0202,24.9
14556.461,4.0204,24.9
14557.472,4.0204,24.9
14558.523,4.0205,24.9
14559.456,4.0208,24.9
14560.465,4.0208,24.9
14561.473,4.0209,24.9
14562.48,4.021,24.9
14563.46,4.0211,24.9
14564.468,4.0212,24.9
14565.474,4.0213,24.9
14566.454,4.0214,24.9
14567.461,4.0215,24.9
14568.469,4.0217,24.9
14569.476,4.0218,24.9
14570.455,4.0219,24.9
14571.461,4.022,24.9
14572.47,4.0221,24.9
14573.479,4.0222,24.9
14574.456,4.0222,24.9
14575.463,4.0224,24.9
14576.472,4.0224,24.9
14577.479,4.0227,24.9
14578.484,4.0227,24.9
14579.463,4.0229,24.9
14580.471,4.0229,24.9
14581.473,4.023,24.9
14582.457,4.0232,24.9
14583.464,4.0232,24.9
14584.488,4.0233,24.9
14585.478,4.0234,24.9
14586.457,4.0235,24.9
14587.485,4.0237,24.9
14588.472,4.0238,24.9
14589.478,4.0239,24.9
14590.478,4.024,24.9
14591.465,4.0241,24.9
14592.473,4.0242,24.9
14593.551,4.0243,24.9
14594.459,4.0244,24.9
14595.464,4.0245,24.9
14596.548,4.0247,24.9
14597.48,4.0248,24.9
14598.459,4.0249,24.9
14599.524,4.025,24.9
14600.475,4.0251,24.9
14601.483,4.0252,24.9
14602.462,4.0253,24.9
14603.469,4.0254,24.9
14604.477,4.0254,24.9
14605.455,4.0255,24.9
14606.463,4.0257,24.9
14607.471,4.0259,24.9
14608.479,4.0259,24.9
14609.458,4.026,24.9
14610.466,4.0261,24.9
14611.474,4.0262,24.9
14612.454,4.0263,24.9
14613.46,4.0264,24.9
14614.468,4.0265,24.9
14615.475,4.0267,24.9
14616.481,4.0269,24.9
14617.46,4.0269,24.9
14618.471,4.027,24.9
14619.475,4.0271,24.9
14620.455,4.0272,24.9
14621.465,4.0273,24.9
14622.466,4.0274,24.9
14623.478,4.0275,24.9
14624.457,4.0277,24.9
14625.484,4.0278,24.9
14626.471,4.028,24.9
14627.48,4.028,24.9
14628.508,4.0281,24.9
14629.465,4.0282,24.9
14630.474,4.0283,24.9
14631.48,4.0284,24.9
14632.459,4.0285,24.9
14633.467,4.0287,24.9
14634.453,4.0288,24.9
14635.48,4.0289,24.9
14636.46,4.029,24.9
14637.451,4.0291,24.9
14638.476,4.0292,24.9
14639.456,4.0293,24.9
14640.454,4.0294,24.9
14641.47,4.0295,24.9
14642.479,4.0297,24.9
14643.459,4.0299,24.9
14644.465,4.0299,24.9
14645.473,4.0301,24.9
14646.482,4.0302,24.9
14647.461,4.0303,24.9
14648.471,4.0303,24.9
14649.478,4.0304,24.9
14650.455,4.0305,24.9
14651.462,4.0307,24.9
14652.469,4.0308,24.9
14653.478,4.0309,24.9
14654.456,4.031,24.9
14655.464,4.0312,24.9
14656.471,4.0313,24.9
14657.478,4.0314,24.9
14658.459,4.0315,24.9
14659.467,4.0317,24.9
14660.475,4.0318,24.9
14661.483,4.0319,24.9
14662.462,4.032,24.9
14663.459,4.0321,24.9
14664.475,4.0321,24.9
14665.482,4.0323,24.9
14666.516,4.0324,24.9
14667.47,4.0326,24.9
14668.478,4.0327,24.9
14669.536,4.0328,24.9
14670.465,4.0329,24.9
14671.473,4.033,24.9
14672.506,4.0331,24.9
14673.46,4.0332,24.9
14674.465,4.0333,24.9
14675.489,4.0334,24.9
14676.482,4.0336,24.9
14677.459,4.0337,24.9
14678.478,4.0338,24.9
14679.477,4.0339,24.9
14680.455,4.034,24.9
14681.463,4.0341,24.9
14682.471,4.0342,24.9
14683.476,4.0343,24.9
14684.455,4.0344,24.9
14685.464,4.0346,24.9
14686.469,4.0347,24.9
14687.477,4.0348,24.9
14688.457,4.0349,24.9
14689.463,4.035,24.9
14690.47,4.0351,24.9
14691.479,4.0353,24.9
14692.458,4.0353,24.9
14693.465,4.0354,24.9
14694.473,4.0357,24.9
14695.481,4.0358,24.9
14696.458,4.0359,24.9
14697.468,4.036,24.9
14698.477,4.0361,24.9
14699.456,4.0362,24.9
14700.466,4.0363,24.9
14701.472,4.0364,24.9
14702.481,4.0366,24.9
14703.461,4.0367,24.9
14704.462,4.0368,24.9
14705.475,4.0369,24.9
14706.456,4.037,24.9
14707.515,4.0371,24.9
14708.473,4.0372,24.9
14709.483,4.0373,24.9
14710.539,4.0374,24.9
14711.468,4.0376,24.9
14712.476,4.0377,24.9
14713.533,4.0378,24.9
14714.461,4.0379,24.9
14715.47,4.038,24.9
14716.518,4.0382,24.9
14717.457,4.0382,24.9
14718.467,4.0384,24.9
14719.447,4.0386,24.9
14720.454,4.0387,24.9
14721.461,4.0388,24.9
14722.47,4.0389,24.9
14723.474,4.039,24.9
14724.482,4.0391,24.9
14725.461,4.0392,24.9
14726.469,4.0393,24.9
14727.477,4.0394,24.9
14728.456,4.0396,24.9
14729.465,4.0397,24.9
14730.473,4.0398,24.9
14731.479,4.0399,24.9
14732.458,4.0401,24.9
14733.467,4.0402,24.9
14734.474,4.0403,24.9
14735.481,4.0404,24.9
14736.461,4.0406,24.9
14737.467,4.0407,24.9
14738.477,4.0408,24.9
14739.454,4.0409,24.9
14740.463,4.041,24.9
14741.47,4.0411,24.9
14742.473,4.0412,24.9
14743.484,4.0413,24.9
14744.46,4.0414,24.9
14745.492,4.0416,24.9
14746.476,4.0417,24.9
14747.482,4.0418,24.9
14748.473,4.0419,24.9
14749.47,4.0421,24.9
14750.476,4.0422,24.9
14751.526,4.0423,24.9
14752.462,4.0424,24.9
14753.471,4.0426,24.9
14754.481,4.0427,24.9
14755.458,4.0428,24.9
14756.465,4.0429,24.9
14757.473,4.043,24.9
14758.454,4.0431,24.9
14759.462,4.0433,24.9
14760.468,4.0433,24.9
14761.476,4.0434,24.9
14762.482,4.0436,24.9
14763.46,4.0437,24.9
14764.468,4.0439,24.9
14765.471,4.044,24.9
14766.48,4.0441,24.9
14767.461,4.0442,24.9
14768.495,4.0443,24.9
14769.478,4.0445,24.9
14770.459,4.0446,24.9
14771.548,4.0447,24.9
14772.474,4.0448,24.9
14773.455,4.045,24.9
14774.466,4.045,24.9
14775.469,4.0452,24.9
14776.476,4.0453,24.9
14777.456,4.0455,24.9
14778.465,4.0456,24.9
14779.473,4.0457,24.9
14780.481,4.0458,24.9
14781.461,4.0459,24.9
14782.468,4.046,24.9
14783.475,4.0461,24.9
14784.455,4.0462,24.9
14785.462,4.0463,24.9
14786.47,4.0465,24.9
14787.478,4.0467,24.9
14788.456,4.0468,24.9
14789.465,4.0468,24.9
14790.475,4.047,24.9
14791.473,4.0471,24.9
14792.46,4.0472,24.9
14793.47,4.0473,24.9
14794.529,4.0475,24.9
14795.457,4.0476,24.9
14796.466,4.0478,24.9
14797.553,4.0479,24.9
14798.455,4.0479,24.9
14799.463,4.0481,24.9
14800.518,4.0482,24.9
14801.479,4.0483,24.9
14802.46,4.0485,24.9
14803.478,4.0486,24.9
14804.475,4.0487,24.9
14805.455,4.0488,24.9
14806.464,4.0489,24.9
14807.471,4.049,24.9
14808.483,4.0491,24.9
14809.462,4.0493,24.9
14810.472,4.0495,24.9
14811.478,4.0496,24.9
14812.459,4.0497,24.9
14813.469,4.0498,24.9
14814.475,4.0499,24.9
14815.455,4.05,24.9
14816.465,4.0502,24.9
14817.471,4.0503,24.9
14818.482,4.0503,24.9
14819.461,4.0506,24.9
14820.463,4.0506,24.9
14821.478,4.0508,24.9
14822.457,4.0509,24.9
14823.449,4.051,24.9
14824.473,4.0511,24.9
14825.454,4.0512,24.9
14826.543,4.0513,24.9
14827.472,4.0515,24.9
14828.454,4.0517,24.9
14829.561,4.0518,24.9
14830.472,4.0519,24.9
14831.482,4.052,24.9
14832.466,4.0521,24.9
14833.469,4.0522,24.9
14834.478,4.0523,24.9
14835.468,4.0525,24.9
14836.464,4.0526,24.9
14837.475,4.0528,24.9
14838.458,4.0529,24.9
14839.464,4.053,24.9
14840.474,4.0531,24.9
14841.455,4.0532,24.9
14842.463,4.0533,24.9
14843.472,4.0535,24.9
14844.48,4.0536,24.9
14845.46,4.0537,24.9
14846.467,4.0539,24.9
14847.478,4.054,24.9
14848.459,4.0541,24.9
14849.463,4.0542,24.9
14850.477,4.0543,24.9
14851.456,4.0545,24.9
14852.444,4.0546,24.9
14853.473,4.0547,24.9
14854.482,4.0549,24.9
14855.537,4.0549,24.9
14856.469,4.0551,24.9
14857.477,4.0552,24.9
14858.552,4.0553,24.9
14859.468,4.0555,24.9
14860.477,4.0556,24.9
14861.459,4.0557,24.9
14862.466,4.0558,24.9
14863.474,4.0559,24.9
14864.454,4.056,24.9
14865.462,4.0562,24.9
14866.471,4.0564,24.9
14867.479,4.0565,24.9
14868.461,4.0566,24.9
14869.468,4.0567,24.9
14870.478,4.0568,24.9
14871.459,4.0569,24.9
14872.46,4.0571,24.9
14873.477,4.0572,24.9
14874.458,4.0574,24.9
14875.482,4.0575,24.9
14876.475,4.0576,24.9
14877.457,4.0577,24.9
14878.468,4.0578,24.9
14879.474,4.0579,24.9
14880.456,4.058,24.9
14881.556,4.0582,24.9
14882.471,4.0584,24.9
14883.482,4.0585,24.9
14884.527,4.0586,24.9
14885.47,4.0587,24.9
14886.48,4.0588,24.9
14887.467,4.0589,24.9
14888.464,4.0591,24.9
14889.471,4.0592,24.9
14890.479,4.0594,24.9
14891.455,4.0595,24.9
14892.462,4.0596,24.9
14893.471,4.0597,24.9
14894.476,4.0598,24.9
14895.455,4.0599,24.9
14896.463,4.0601,24.9
14897.469,4.0602,24.9
14898.475,4.0604,24.9
14899.455,4.0605,24.9
14900.462,4.0606,24.9
14901.465,4.0607,24.9
14902.478,4.0608,24.9
14903.455,4.0609,24.9
14904.466,4.061,24.9
14905.471,4.0611,24.9
14906.478,4.0614,24.9
14907.526,4.0615,24.9
14908.466,4.0616,24.9
14909.475,4.0617,24.9
14910.489,4.0618,24.9
14911.462,4.062,24.9
14912.471,4.0621,24.9
14913.591,4.0622,24.9
14914.459,4.0624,24.9
14915.468,4.0625,24.9
14916.454,4.0626,24.9
14917.455,4.0627,24.9
14918.465,4.0628,24.9
14919.475,4.0629,24.9
14920.482,4.0631,24.9
14921.461,4.0632,24.9
14922.47,4.0634,24.9
14923.479,4.0635,24.9
14924.457,4.0636,24.9
14925.467,4.0637,24.9
14926.474,4.0638,24.9
14927.482,4.064,24.9
14928.463,4.064,24.9
14929.471,4.0642,24.9
14930.476,4.0644,24.9
14931.457,4.0645,24.9
14932.466,4.0646,24.9
14933.47,4.0647,24.9
14934.48,4.0649,24.9
14935.46,4.0649,24.9
14936.464,4.0651,24.9
14937.475,4.0652,24.9
14938.455,4.0654,24.9
14939.456,4.0655,24.9
14940.47,4.0656,24.9
14941.478,4.0657,24.9
14942.479,4.0658,24.9
14943.464,4.0659,24.9
14944.471,4.0661,24.9
14945.553,4.0662,24.9
14946.456,4.0664,24.9
14947.463,4.0665,24.9
14948.547,4.0666,24.9
14949.479,4.0667,24.9
14950.458,4.0668,24.9
14951.589,4.067,24.9
14952.473,4.0671,24.9
14953.481,4.0672,24.9
14954.479,4.0674,24.9
14955.467,4.0675,24.9
14956.475,4.0676,24.9
14957.481,4.0678,24.9
14958.462,4.0679,24.9
14959.469,4.068,24.9
14960.48,4.0681,24.9
14961.455,4.0683,24.9
14962.464,4.0684,24.9
14963.475,4.0685,24.9
14964.48,4.0687,24.9
14965.46,4.0688,24.9
14966.469,4.0689,24.9
14967.475,4.069,24.9
14968.458,4.069,24.9
14969.467,4.0693,24.9
14970.473,4.0694,24.9
14971.483,4.0696,24.9
14972.463,4.0696,24.9
14973.47,4.0698,24.9
14974.48,4.0699,24.9
14975.46,4.07,24.9
14976.468,4.0701,24.9
14977.474,4.0703,24.9
14978.457,4.0704,24.9
14979.463,4.0705,24.9
14980.493,4.0706,24.9
14981.476,4.0707,24.9
14982.454,4.0709,24.9
14983.477,4.071,24.9
14984.469,4.0711,24.9
14985.475,4.0713,24.9
14986.478,4.0714,24.9
14987.462,4.0715,24.9
14988.471,4.0717,24.9
14989.478,4.0718,24.9
14990.459,4.0719,24.9
14991.466,4.072,24.9
14992.485,4.0721,24.9
14993.482,4.0723,24.9
14994.46,4.0724,24.9
14995.47,4.0726,24.9
14996.476,4.0727,24.9
14997.481,4.0728,24.9
14998.462,4.0729,24.9
14999.471,4.073,24.9
15000.478,4.0731,24.9
15001.457,4.0733,24.9
15002.462,4.0734,24.9
15003.465,4.0735,24.9
15004.477,4.0737,24.9
15005.455,4.0738,24.9
15006.485,4.0739,24.9
15007.47,4.074,24.9
15008.481,4.0741,24.9
15009.464,4.0743,24.9
15010.466,4.0745,24.9
15011.475,4.0746,24.9
15012.52,4.0747,24.9
15013.459,4.0748,24.9
15014.466,4.0749,24.9
15015.57,4.075,24.9
15016.478,4.0753,24.9
15017.46,4.0753,24.9
15018.469,4.0755,24.9
15019.476,4.0756,24.9
15020.457,4.0757,24.9
15021.5,4.0758,24.9
15022.471,4.0759,24.9
15023.478,4.076,24.9
15024.46,4.0761,24.9
15025.465,4.0763,24.9
15026.472,4.0764,24.9
15027.482,4.0766,24.9
15028.46,4.0767,24.9
15029.466,4.0768,24.9
15030.477,4.0769,24.9
